id,texto,emocion,texto_en2esp_marian
6528,i would have taken more but something feels weird about going to a foreign country and taking pictures of places and things that most of the people probably consider commonplace,fear,"Yo habría tomado más, pero algo se siente raro acerca de ir a un país extranjero y tomar fotos de lugares y cosas que la mayoría de la gente probablemente considera un lugar común"
6529,i gave my honest opinion revis told reporters in the jets locker room adding i feel that people let him slide when he says smart remarks on certain things,joy,Le di mi opinión honesta revis dijo a los reporteros en el vestuario de jets agregando que siento que la gente le dejó deslizarse cuando dice comentarios inteligentes sobre ciertas cosas
6530,i have a feeling im going to get an unpleasant comment anyway,sadness,Tengo la sensación de que voy a conseguir un comentario desagradable de todos modos
6531,i always won the dance contests when i went there and that was such a great feeling to have everybody watch you and to know that you entertained them,joy,Siempre gané los concursos de baile cuando fui allí y fue una gran sensación que todos te vieran y supieran que los entretenías.
6532,i feel the weight of my single dom pulling me under like a dangerous rip tide that is relentlessly surrounding every inch of my body,anger,Siento el peso de mi único dom tirando de mí como una peligrosa marea que está rodeando implacablemente cada centímetro de mi cuerpo
6533,i feel fucked,anger,Me siento jodido.
6534,i woke up this morning feeling alittle disappointed i logged onto a href http calvaryccv,sadness,Me desperté esta mañana sintiéndome un poco decepcionada me he conectado a un href http calvaryccv
6535,i feel rather stressed for the preparations for prom night,anger,Me siento algo estresado por los preparativos para la noche de graduación
6536,i feel anger and love and failure i totally dont get an a in mothering friends and grief and loss and captivity and wonder and awe cannot be ignored,sadness,Siento enojo y amor y fracaso. No puedo ser ignorado.
6537,i am not even sure how to formulate my thoughts since i just put it down and am feeling slightly overwhelmed,fear,Ni siquiera estoy seguro de cómo formular mis pensamientos ya que sólo lo pongo y me siento un poco abrumado
6538,i look normal even when i feel terrible and it really is hard to hear someone say oh you look so good,sadness,Me veo normal incluso cuando me siento terrible y es realmente difícil escuchar a alguien decir oh te ves tan bien
6539,i feel your suffering reflects just a fraction of my own suffering,sadness,Siento que tu sufrimiento refleja sólo una fracción de mi propio sufrimiento.
6540,i can t help but feel troubled by this,sadness,No puedo evitar sentirme preocupado por esto.
6541,i feel that my beloved nakahara mai would voice her nicely,love,Siento que mi amado Nakahara Mai la expresaría amablemente.
6542,i was mightily nervous given that i crashed and burned at this point last time and i still remember feeling shocked at how hard i found the x second runs,surprise,"Estaba muy nerviosa, dado que me quemé y me quemé en este punto la última vez y todavía recuerdo que me quedé conmocionada por lo duro que encontré la x segundo carreras"
6543,i wasnt sure companies would be hiring this time of year but i am again feeling hopeful,joy,"No estaba seguro de que las empresas contratarían en esta época del año, pero me siento esperanzada de nuevo"
6544,i remember as a child feeling totally scandalized and outraged when i found out that girls didnt play in the nfl,anger,Recuerdo cuando un niño se sentía totalmente escandalizado e indignado cuando descubrí que las chicas no jugaban en el NFL.
6545,im not feeling fantastic is that i havent actually taken any time to rest,joy,No me siento fantástica es que en realidad no he tomado ningún tiempo para descansar
6546,i read other peoples posts there are moments where i feel id give my left fingernail to be them my left fingernail is precious because its the only one i can polish perfectly out of the,joy,He leído otros postes de la gente hay momentos en los que siento id dar mi uña izquierda para ser ellos mi uña izquierda es precioso porque es el único que puedo pulir perfectamente fuera de la
6547,i don t really feel like doing much but maybe something gentle,love,"Realmente no tengo ganas de hacer mucho, pero tal vez algo suave"
6548,i feel angry im happy,anger,"Me siento enojado, soy feliz."
6549,i feel like i m witnessing the birth of a really amazing dm,joy,Me siento como si fuera testigo del nacimiento de un dm realmente increíble
6550,i feel like this was kind of a melancholy post with all my talk about anti love and fears,sadness,Siento que esto fue una especie de post melancólico con toda mi charla sobre el amor y los miedos
6551,death of grandmother,sadness,muerte de la abuela
6552,i seem to be feeling a little less anxious this week but i sure wish that i could check on her every week at the doctor instead of the that are scheduled,fear,"Parece que me siento un poco menos ansioso esta semana, pero me gustaría poder revisarla todas las semanas en el médico en lugar de los que están programados."
6553,i had a feeling you were in need of a gorgeous envy,joy,Tenía la sensación de que necesitabas una envidia preciosa.
6554,i feeling confused with my life and want to know why my life,fear,Me siento confundido con mi vida y quiero saber por qué mi vida
6555,i keep coming back to it but it feels awfully selfish of me to feel this low this negative when there are so many in far worse positions than i,anger,"Sigo volviendo a ella, pero me siento terriblemente egoísta de mi parte sentir así de bajo este negativo cuando hay tantos en posiciones mucho peores que yo."
6556,i think this feeling is fro trusting in god and sometimes its just apathy,joy,Creo que este sentimiento es fro confiar en Dios y a veces su apatía
6557,i woke up today feeling pissed off,anger,Me desperté hoy sintiéndome enojado.
6558,i wanted both but i feel greedy,anger,"Quería las dos cosas, pero me siento codicioso."
6559,i feel any team pretty dangerous in playoffs york left wing ruslan fedotenko notes said,anger,Me siento cualquier equipo bastante peligroso en playoffs York izquierda ala ruslan fedotenko notas dijo
6560,im feeling very blessed to live in a state with such beautiful sights like virginia has,joy,me siento muy bendecida de vivir en un estado con vistas tan hermosas como virginia ha
6561,i concentrated on the smell i started feeling it and knew it was the nostalgic aroma of my grand mother s home back in bhubaneswar orissa,love,Me concentré en el olor empecé a sentirlo y supe que era el aroma nostálgico de la casa de mi abuela en Bhubaneswar Orissa.
6562,i personally feel is a massively talented actor is chris evans captain america,joy,Personalmente siento que es un actor con mucho talento es Chris Evans Capitán América
