Texto,Emocion
i feel as though ive been robbed because much of my summer was not so pleasant and although i started with grand ideas about projects that would be done and structure that would be kept and clever new places that we would go,joy
i feel the need to be out of the house and doing something worthwhile and productive but also i have a huge desire to curl up in my room and hide my existence from the world,joy
i merely say i do not feel those activities to be acceptable for godly men for examples to others,joy
i was feeling stressed or run down to support the immune system,anger
i am feeling generally morose and didnt stop for my jamba juice today so i am going for a frappucino later,sadness
i went to the doctor a few days into feeling weird,fear
i feel insulted but i go out with him anyway,anger
i am feeling very anxious and frustrated right now,fear
i have a feeling it is soon going to become a rather messy heavy book which no one will want to look at but i reckon it will mean the world to me,sadness
i spend countless hours on the computer and feel that processing the image is as important as the initial taking of the photograph,joy
i declined this invitation but secretly i could not help but feel curious,surprise
i am feeling clever i see something like this and realize,joy
i call someone i feel like i need to at least talk a few minutes to not be rude,anger
i am fascinated with the structure and function of the brain its so incredible that everything we think and feel all our memories and emotions are created and stored in this strange convoluted structure,fear
i marvel at the wonders of life this happened a while ago but i am feeling sentimental this week,sadness
i always feel as though it is my role in life to be supportive to my friends as an example of joy and fun to remind them that life is good that we are good and that when they and we are not we can strive for them to be so,love
